catid,ucatid,pcatid,low_pic,category_name.en_US,category_description.en_US,category_name.de_DE,category_description.de_DE,category_name.fr_FR,category_description.fr_FR,parentKey
1705,44101726,1305,,printer emulation upgrades,"Printer emulation allows printers to emulate other printers. For example, if a non-HP printer emulates an HP printer, any software written for a real HP printer will also run in the non-HP printer emulation and produce equivalent printing. Printer emulation upgrades means updating the software so that it is the latest version.",Druckeremulation-Upgrades,,mises à jour des émulations d'imprimantes,,44101700
1706,41115317,2332,http://images.icecat.biz/img/low_pic/1706-2906.jpg,stroboscopes & disco lights,"These are lights used in discos, clubs and other venues for flashing, different colours and other effects.",Stroboskope & Disco-Lichter,,stroboscopes et lumières disco,,39110000
1707,41111702,571,http://images.icecat.biz/img/low_pic/1707-3426.jpg,microscopes,"Optical instrument used for viewing very small objects, such as mineral samples or animal or plant cells, typically magnified several hundred times.",Mikroskope,,microscopes,,45121500
1708,41111738,1707,,microscope accessories,"Lenses, plates and other accessories for microscopes.",Mikroskop-Accessoires,,accessoires de microscopes,,41111702
1709,41111788,571,http://images.icecat.biz/img/low_pic/1709-8517.jpg,opera glasses,Small binoculars used to see things from a long distance e.g. for watching the opera in a theatre.,Operngläser,,jumelles de théâtre,,45121500
1710,27112734,1884,http://images.icecat.biz/img/low_pic/1710-816.jpg,power jigsaws,"Tool used for cutting arbitrary curves, such as stenciled designs or other custom shapes, into a piece of wood, metal, or other material.",Elektrische Stichsägen,,scies sauteuses,,27112700
1711,27112750,1884,http://images.icecat.biz/img/low_pic/1711-2197.jpg,rotary hammers,"Also known as a  hammer drill, roto-drill or hammering drill, a hammer drill is a rotary drill with a hammering action. The hammering action provides a short, rapid hammer thrust to destroy relatively brittle material and allow quicker drilling with less effort. These tools are usually electrically powered, and increasingly powered by batteries.",Bohrhämmer,,marteaux rotatifs,,27112700
1712,41111603,571,http://images.icecat.biz/img/low_pic/1712-5003.jpg,rangefinders,Device that measures distance from the observer to a target. Commonly used in photography and engineering.,Entfernungsmesser,,télémètres,,45121500
1713,52141587,1486,http://images.icecat.biz/img/low_pic/1713-7566.jpg,mixer/food processor accessories,"Mixers and food processors are used to chop, mix and puree food. They have various attachments such as blades and mills.",Mixer / Küchenmaschinen Zubehör,,accessoires pour mixeur/robot ménager,,52141514
1714,55111512,1293,http://images.icecat.biz/img/low_pic/1714-8547.jpg,audio CDs,An audio CD (compact disc) is used to record and store audio content such as music or speech. Played back using a CD player or CD drive in a computer etc.,Audio-CDs,,CDs audio,,55100000
1715,43191510,107,http://images.icecat.biz/img/low_pic/1715-4089.jpg,two-way radios,"Radio that can both transmit and receive. A two-way radio allows the operator to have a conversation with other similar radios operating on the same radio frequency (channel). Two-way radios are available in mobile, stationary base and hand-held portable configurations. Hand-held radios are often called walkie-talkies.",Funksprechgeräte,,radios bidirectionnelles,,43222800
1716,41111715,571,http://images.icecat.biz/img/low_pic/1716-795.jpg,telescopes,"Optical instrument designed to make distant objects appear nearer. It contains an arrangement of lenses, or of curved mirrors and lenses, by which rays of light are collected and focused and the resulting image magnified.",Teleskope,,télescopes,,45121500
1717,47101603,1371,http://images.icecat.biz/img/low_pic/1717-8546.jpg,descalers,"Chemical used to remove limescale from kettles, taps, baths etc.",Entkalker,,détartrants,,47131800
1718,46171623,2868,http://images.icecat.biz/img/low_pic/1718-4404.jpg,hardware authenticators,"Also known as a security token, this is a device used to prove one's identity electronically e.g. when accessing a bank account. The authenticator is used in addition to or in place of a password to prove that the user is who they claim to be.",Hardware-Echtheitsbestätigungen,,authentificateurs de matériel,,46178000
1719,43233702,2,,service management software,Computer program that allows you to manage a service such as online retail.,Dienstverwaltungs-Software,,logiciels de gestion de services,,43160000
1720,52141555,1315,http://images.icecat.biz/img/low_pic/1720-8024.jpg,chocolate makers,Appliances to make chocolate at home.,Schokoladenmacher,,appareils à chocolat,,52141500
1721,52141527,1315,http://images.icecat.biz/img/low_pic/1721-5289.jpg,electric knives,Electrical kitchen device used for slicing foods. An electric knife requires less physical effort than an ordinary knife and produces neater slices. The device consists of two serrated blades that are clipped together. When the appliance is switched on the blades continuously move lengthways to provide the sawing action.,Elektrische Messer,,couteaux électriques,,52141500
1722,52141550,1315,http://images.icecat.biz/img/low_pic/1722-7461.jpg,yogurt makers,Appliances to make yogurt at home.,Joghurt-Macher,,machines à yaourts,,52141500
1723,52161554,1058,http://images.icecat.biz/img/low_pic/1723-7188.jpg,video switches,Device with multiple ports which allows separate computers to display their video outputs on a single screen.,Sat Multischalter,,commutateurs vidéo,,52160000
1724,32101535,242,http://images.icecat.biz/img/low_pic/1724-39.jpg,remote power controllers,Device that allows power to be controlled remotely.,Fernbedienbare Netzteile,,contrôleurs d'alimentation à distance,,43221700
1725,52161590,1058,http://images.icecat.biz/img/low_pic/1725-1996.jpg,audio mixers,"Also known as a mixing console, sound board, mixing desk, and audio production console, an audio mixer is an electronic device for combining (""mixing""), routing, and changing the level, timbre and/or dynamics of audio signals. A mixer can mix analog or digital signals, depending on the type of mixer. The modified signals (voltages or digital samples) are summed to produce the combined output signals.",Audio-Mixer,,tables de mixage audio,,52160000
1726,45121626,585,http://images.icecat.biz/img/low_pic/1726-6600.jpg,lens caps,Small piece of plastic used to cover the lens of a camera to protect it from scratches and dirt.,Objektivdeckel,,capuchons d'objectifs,,45121600
1727,43212117,225,http://images.icecat.biz/img/low_pic/1727-608.jpg,plastic card printers,Printers which print on blank plastic cards to produce bespoke designs.,Plastikkarten-Drucker,,imprimantes de cartes en plastique,,43172500
1728,14111540,692,http://images.icecat.biz/img/low_pic/1728-5211.jpg,blank plastic cards,Plastic cards with nothing printed on them. Used in plastic card printers to produce bespoke cards.,Blanko-Plastikkarten,,cartes en plastique vierges,,14111500
1729,50202599,1266,http://images.icecat.biz/img/low_pic/1729-3955.jpg,juice concentrates,,Saftkonzentrate,,,,50202300
1730,27112719,1884,http://images.icecat.biz/img/low_pic/1730-4107.jpg,glue guns,"Plastic gun which uses a continuous heating element to melt plastic glue, which may be pushed through the gun by a mechanical trigger mechanism, or directly by the user. The glue squeezed out of the heated nozzle is initially hot enough to burn and blister skin. The glue is tacky when hot, and solidifies in a few seconds to one minute.",Klebepistolen,,pistolets à colle,,27112700
1731,27112751,1884,http://images.icecat.biz/img/low_pic/1731-4876.jpg,power universal cutters,Power tool which can be used for various cutting tasks with various materials.,Universal-Fräser,,cutters universels,,27112700
1732,60130000,2836,http://images.icecat.biz/img/low_pic/1732-4618.jpg,musical instruments,"Object or device for producing musical sounds e.g guitar, violin.",Musikinstrumente,,instruments de musique,,60000000
1733,60131303,1732,http://images.icecat.biz/img/low_pic/1733-911.jpg,guitars,"Stringed musical instrument, with a fretted fingerboard, typically incurved sides, and six or twelve strings, played by plucking or strumming with the fingers or a plectrum. Can be acoustic or electric.",Gitarren,,guitares,,60130000
1734,60131405,1732,http://images.icecat.biz/img/low_pic/1734-9311.jpg,music drums,"Percussion instrument sounded by being struck with sticks or the hands, typically cylindrical, barrel-shaped, or bowl-shaped, with a taut membrane over one or both ends. Often played with other drums in a collection known as a drum kit.",Schlagzeuge,,tambours de batterie,,60130000
1735,24112006,1236,http://images.icecat.biz/img/low_pic/1735-4587.jpg,waste baskets,"Also known as rubbish bins or trash cans, this is a container for waste.",Abfallkörbe,,poubelles,,47121700
1736,52141556,1315,http://images.icecat.biz/img/low_pic/1736-6158.jpg,slicers,"Kitchen utensil with a broad, flat blade for lifting foods such as cake and fish.",Schneidemaschinen,,trancheuses,,52141500
1737,42281712,1575,http://images.icecat.biz/img/low_pic/1737-5595.jpg,ultrasonic cleaning equipment,"Cleaning device that uses ultrasound (usually from 20–400 kHz) and an appropriate cleaning solvent (sometimes ordinary tap water) to clean delicate items e.g. jewellery, electronics.",Ultraschall-Reinigungsgeräte,,équipements de nettoyage ultrasonique,,53100000
1738,47121827,1743,http://images.icecat.biz/img/low_pic/1738-6940.jpg,steam cleaners,"Cleaning appliances or devices that use steam to quickly dry, clean, and sanitize surfaces. Often the process is effective enough to disinfect or even sterilize the surfaces.",Dampfreiniger,,nettoyeurs vapeur,,52141600
1739,50201500,1263,,coffee,"Coffee beans, ground coffee or coffee powder. Used to make coffee.",Kaffees,,cafés,,50201700
1740,25173108,107,http://images.icecat.biz/img/low_pic/1740-9030.jpg,fish finders,Instrument used to locate fish underwater by detecting reflected pulses of sound energy (sonar).,Fisch-Finder,,détecteurs de poissons,,43222800
1741,40101825,1743,http://images.icecat.biz/img/low_pic/1741-3547.jpg,water heaters & boilers,Devices used for heating water in homes and other buildings for hot water and heating systems.,Wasserkocher & -Boiler,,chauffes-eaux,,52141600
1742,41111716,1716,http://images.icecat.biz/img/low_pic/1742-8637.jpg,telescope accessories,"Accessories for telescopes such as stands, tripods and cases.",Teleskop-Zubehör,,accessoires de télescopes,,41111715
